X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.009537692628071637,0.02332778009162849,0.029175343606830488,0.13284048313202831,0.27002915451895043,0.2482798833819242,0.07682215743440234,0.044089962515618496,0.09521865889212829,0.07067888379841733,0.0
0.010749393102193451,0.02564532269725974,0.03144377037955652,0.134987478991999,0.2797619332627879,0.2333743518044137,0.07730944366504029,0.04628703034249625,0.08329462913396761,0.07714664662028548,0.0
0.010820099926805207,0.024972608780647478,0.03100095016843895,0.1334372911561595,0.27473961293138327,0.2396242970344743,0.0755270252453844,0.045853583135192146,0.09096612581321234,0.07305840580830238,0.0
0.012126524947037767,0.026677441741544305,0.03311965811965812,0.13146047921688947,0.26751406238585723,0.23654941924172693,0.07735225363430491,0.04784407188253342,0.08803144860837168,0.07932464022207612,0.0
0.03920496944013936,0.059437618701786175,0.06254476663946353,0.12746294507710468,0.20209688811023013,0.14194300317702757,0.0725799809827572,0.06603375685381929,0.058651472838036484,0.17004459817963558,0.0
0.06922312936621497,0.08564598939483209,0.05982324720141402,0.08402659708778722,0.12826193081390455,0.08994529080043767,0.06282972813736218,0.08751788569985691,0.07186937126504503,0.2608568302331454,1.0
0.07040486226840506,0.08632487011077346,0.06013135967062053,0.08260366630722478,0.12061170473482992,0.08702284089795118,0.059394177041466524,0.08875600431330262,0.07584746593471228,0.26890304872071363,1.0
0.06854999293431482,0.08564252771675596,0.06000693721817551,0.0850419444765612,0.13040043164913093,0.09125653575879035,0.06292634986703666,0.0876112845415655,0.07142123045695713,0.25714276538071196,1.0
0.05212673611111111,0.0711545138888889,0.05900173611111111,0.10221354166666667,0.18477864583333334,0.12016927083333333,0.06493489583333334,0.0738671875,0.05901041666666667,0.21274305555555556,1.0
0.07351470611577594,0.08989143029475723,0.05625704353899144,0.07355835621656799,0.1092085839907303,0.07944715163251377,0.055788797003222174,0.09089935080395549,0.08195108014158506,0.2894835002619006,1.0
0.03852126585812996,0.060782155126441625,0.04075050180696282,0.08258071825341423,0.10795029307357623,0.15231014302356718,0.08738536257126574,0.0931123704285214,0.1517980367160196,0.1848091531421012,2.0
0.027533659507824545,0.05073413541502264,0.03358447959790698,0.09147616214838107,0.1184950648909177,0.18501620755381273,0.09469096383348104,0.08807196882322232,0.16106010756473915,0.1493372506646918,2.0
0.03557769316080164,0.05959011190860946,0.037326183017719956,0.08263967804648722,0.10870611224726434,0.16048454992293498,0.08890006052667143,0.09370748737537737,0.1533286251190419,0.17973949867509167,2.0
0.035750681538686456,0.05953143677814948,0.0378581840541447,0.08382280854137822,0.11088387182772766,0.160338963373208,0.08934767932852315,0.09380616781761422,0.1487146438369123,0.1799455629036558,2.0
0.036148313492063495,0.0593898366638322,0.03795750070861678,0.08333665497448979,0.10988763995181405,0.15980747767857142,0.08887106274801587,0.09297716482426303,0.15020350588151926,0.18142084307681405,2.0
0.046353362919226676,0.06423376476765276,0.04421376393694733,0.08120039064455287,0.11639354563182071,0.130541098086076,0.08051559116938829,0.09163639384383376,0.1477111402923018,0.19720094870819982,3.0
0.03815769877124288,0.057615220406261984,0.04780988012409042,0.09260939508560528,0.14034850522166323,0.14649493149570786,0.0839891880358582,0.0842437487390795,0.14245576083546613,0.16627567128502455,3.0
0.04771221059985639,0.06632551572900697,0.04806516718740903,0.08494245958586427,0.1269430805953929,0.12958237109200643,0.080442566321877,0.09039448659977876,0.1271650429855033,0.19842709930330493,3.0
0.04257806729811247,0.06132553332586019,0.04753967663633059,0.08768094002382326,0.13222437453445626,0.13758408597329155,0.08381306382519546,0.08791770600997979,0.14080766535118366,0.17852888702176675,3.0
0.04741828861411056,0.0665807047493527,0.049955635348508984,0.08749046549156553,0.13412394082637596,0.13026343781943847,0.07915587818660136,0.08980858339257268,0.11805407817518589,0.1971489873962879,3.0
0.015466984864413452,0.03466810471563974,0.03553306210747011,0.11198304652370432,0.1499204981407179,0.22020626625687809,0.1036687636195755,0.06843466068263901,0.1694519782559106,0.09066663483305129,4.0
0.02419059670705999,0.046248853161019676,0.04623028191410747,0.10652467228842384,0.13647803008593587,0.18433329610486152,0.10427471413821289,0.07827651606503135,0.14854908264488603,0.12489395689046137,4.0
0.01840327848804325,0.03850752105743214,0.037788409112912674,0.10890851673129545,0.13891058043607865,0.20263510896870812,0.10173491329892127,0.0726936825155797,0.17823848783942847,0.10217950155160026,4.0
0.015584984302767658,0.03567592562357431,0.0342018318880062,0.10934562600002799,0.13927532665637288,0.21621334008182153,0.10313349878014079,0.06930048187937622,0.1845789269903764,0.09269005779753603,4.0
0.02462809917355372,0.0466712580348944,0.046564508723599636,0.10854051882460973,0.1519042699724518,0.18401629935720845,0.0986593204775023,0.07477157943067034,0.13898014233241507,0.1252640036730946,4.0
